distance_km,payload_weight_kg,wind_speed_kmh,temperature_c,humidity_percent,battery_consumption_percent
5.930831723286756,1.0071513513092363,10.468227349436239,28.6351497104449,65.75967026268742,11.768264835507058
14.285357442943784,2.755314642153955,9.879151962879993,34.834069859568615,84.4345863439989,27.55806783949511
11.113912156265373,4.3774345957944005,36.250183220841464,7.523394939624948,80.81287438321272,25.62933918748762
9.180548020857032,3.68790194340685,9.981847993980244,26.243704980349946,32.311992375501895,21.118520745434896
2.7622702864153297,4.052149624521104,10.87798904514524,23.587299157187434,31.939957579317912,8.08824528804109
2.7619205448749384,3.3280384968825154,30.37593049671855,36.64151883941356,41.453949419593066,10.653639635673565
1.3422123764388922,3.4921551661374775,17.9895936980216,40.304353024063026,48.88597810728298,6.150509034072043
13.05955411373656,4.261058692670065,31.068422278207247,-4.392161426130659,52.67644651267861,30.077449065409088
9.216167670276528,1.3233732434100114,2.6146463025754096,28.700995952939635,74.37577734666762,19.609316283882528
10.76705237804266,2.4981823218513886,19.502847746935373,-2.4082100440135488,24.534434573266832,23.94891410697639
0.7984751672891355,1.1839262649160511,1.3445440073313053,22.442933253867796,22.77381633808531,5.0
14.563692856348919,4.93957323918357,2.506128138214181,9.38163645218391,51.35284503551272,32.16767954064414
12.570418291606115,4.725890764464405,36.25749813377644,10.33882997610706,75.77309537103844,28.548883476268127
3.5789171048350044,0.29319137570567894,5.5698148447038065,12.647925172617828,35.47482743651861,6.69304465013422
3.136462024502959,3.5573183453268737,21.296827291008682,26.064622452480506,71.32035850050013,8.088321744156636
3.1593653928747902,4.633716755336763,16.443824104028263,11.702498283438459,40.786251035223955,8.396087241396211
4.911512522913297,0.9848191911239343,13.893733050353706,31.634952529514017,90.8868887050813,11.432268416918514
8.10896825866745,2.8829316297078846,35.9933338274909,15.226369278693486,91.65519554132932,19.445151884681977
6.763202770310679,4.585892658181405,0.87293587101958,-1.5823399845020694,43.78297634250612,17.08772013080353
4.722822532871608,0.2663352950704143,26.551587447023564,34.187992124205365,38.39950031705924,12.124412143136563
9.371866973474502,3.517359309509516,38.535777368542014,9.2879162296353,52.9043177652985,22.405299670078186
2.5226609794546064,1.5570101361254989,22.40672733847368,16.638343979963132,39.242526814411896,6.8333394367882265
4.736097403760663,4.629541357344999,37.472898481323675,29.27219416109508,73.79070746333629,12.926028826881435
